altman_score,piotroski_score,involvement_msci.Controversial Weapons,involvement_msci.Gambling,involvement_msci.Tobacco Products,involvement_msci.Alcoholic Beverages,Controversies_score_ESG,global_target_aligned,SBTI_reduction_aligned,Tempurature_aligned
2.21,5.0,0.0,0.0,0.0,0.0,5.0,1,0,0
5.26,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.1,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-18.09,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.92,7.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.49,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-4.74,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.8,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.46,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.11,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.1,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.72,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.16,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-32.86,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.44,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.93,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.93,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.89,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.71,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.16,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.64,5.0,0.0,0.0,0.0,0.0,5.0,1,0,1
1.26,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.2,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.82,7.0,0.0,0.0,0.0,0.0,2.0,1,1,0
21.86,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.93,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7.48,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.75,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
19.44,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.47,5.0,0.0,0.0,0.0,0.0,2.0,1,0,1
0.98,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10.24,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.31,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.34,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.21,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.46,7.0,0.0,0.0,0.0,0.0,2.0,1,0,1
1.86,7.0,0.0,0.0,0.0,0.0,3.0,1,0,1
21.65,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.22,5.0,0.0,0.0,0.0,0.0,1.0,0,0,0
3.09,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-9.18,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.65,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.28,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2.74,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.04,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.87,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.34,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.77,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.34,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.57,7.0,0.0,0.0,0.0,0.0,2.0,1,0,0
-0.02,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.72,7.0,0.0,0.0,0.0,0.0,0.0,1,0,0
7.18,8.0,0.0,0.0,0.0,0.0,4.0,1,0,0
6.0,8.0,0.0,0.0,0.0,0.0,4.0,1,0,1
1.77,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.88,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.17,5.0,0.0,0.0,0.0,0.0,3.0,1,0,0
1.97,6.0,0.0,0.0,0.0,1.0,0.0,0,0,0
-1.26,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.95,8.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2.29,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-15.13,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.97,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.65,6.0,0.0,0.0,0.0,0.0,2.0,1,0,1
3.14,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.27,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.42,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.56,7.0,0.0,0.0,0.0,0.0,4.0,1,0,1
0.71,6.0,0.0,0.0,0.0,0.0,2.0,1,1,1
14.5,9.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.94,7.0,0.0,0.0,0.0,0.0,2.0,1,1,0
1.62,7.0,0.0,0.0,0.0,0.0,2.0,1,1,0
5.18,8.0,0.0,0.0,0.0,0.0,2.0,0,0,0
2.73,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.23,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.3,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.11,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11.1,5.0,0.0,0.0,0.0,0.0,0.0,1,0,1
0.85,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.23,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7.65,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.19,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.24,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.5,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.1,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.26,8.0,0.0,0.0,0.0,0.0,4.0,1,1,0
6.51,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.04,8.0,0.0,0.0,0.0,0.0,2.0,0,0,0
2.34,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.74,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.57,4.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-8.44,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.76,6.0,0.0,0.0,0.0,0.0,0.0,1,0,1
4.3,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.9,6.0,0.0,0.0,1.0,1.0,4.0,1,1,0
-0.56,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.46,3.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.79,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-21.33,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.7,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.55,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
4.29,8.0,0.0,0.0,1.0,1.0,0.0,1,1,0
8.39,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.79,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.84,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.86,7.0,0.0,0.0,0.0,0.0,3.0,1,0,1
0.06,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.72,7.0,0.0,0.0,0.0,0.0,2.0,1,1,0
3.44,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-4.08,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.13,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.38,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.44,3.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-115.63,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.54,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.68,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.05,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.6,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.56,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.29,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.4,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-5.71,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.35,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.55,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.87,9.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.66,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.56,6.0,0.0,1.0,0.0,0.0,0.0,0,0,0
1.47,8.0,0.0,0.0,0.0,0.0,4.0,1,0,1
7.49,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.55,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-5.1,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.93,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.21,6.0,0.0,0.0,0.0,0.0,1.0,0,0,0
2.54,8.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.83,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.6,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.88,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.63,3.0,0.0,0.0,0.0,0.0,2.0,1,1,0
18.33,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.25,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-3.22,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.77,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.02,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.98,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.67,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.6,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.08,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.03,5.0,0.0,0.0,0.0,0.0,2.0,1,1,0
7.48,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.82,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.45,5.0,0.0,0.0,0.0,0.0,2.0,0,0,0
1.59,8.0,0.0,0.0,0.0,0.0,2.0,1,0,1
1.11,4.0,0.0,0.0,0.0,1.0,2.0,1,0,1
1.66,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.57,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-37.07,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.39,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.27,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.98,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.85,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.68,6.0,0.0,0.0,0.0,0.0,2.0,0,0,0
15.32,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-63.04,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-4.91,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.95,5.0,0.0,0.0,0.0,0.0,2.0,1,1,0
0.41,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.26,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.23,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.29,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.48,7.0,0.0,1.0,1.0,1.0,0.0,1,1,1
-0.4,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.3,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
10.62,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.95,8.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1.35,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.42,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
29.35,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.52,6.0,0.0,0.0,0.0,1.0,0.0,1,0,0
1.88,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22.38,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.79,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.17,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.01,3.0,0.0,0.0,0.0,0.0,2.0,0,0,0
2.41,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7.96,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.08,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.05,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.05,5.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2.92,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.45,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-5.8,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.06,6.0,0.0,0.0,1.0,0.0,7.0,1,0,1
-28.39,4.0,0.0,0.0,0.0,0.0,0.0,1,1,1
-6.2,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.24,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.09,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1.63,7.0,0.0,0.0,0.0,0.0,5.0,1,1,0
3.47,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11.05,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11.77,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-9.3,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.38,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.53,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.81,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3.41,8.0,0.0,0.0,0.0,0.0,2.0,0,0,0
1.85,5.0,0.0,0.0,0.0,1.0,2.0,1,1,0
1.33,4.0,0.0,0.0,0.0,0.0,2.0,1,1,1
1.45,6.0,0.0,0.0,0.0,0.0,1.0,1,1,0
-31.71,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.15,5.0,0.0,0.0,0.0,0.0,2.0,1,0,0
-243.92,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.13,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-5.64,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.93,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.64,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.37,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.65,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-24.48,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
17.51,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7.35,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.37,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2.51,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-8.57,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-5.57,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.52,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.27,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3.36,8.0,0.0,0.0,0.0,0.0,2.0,1,1,1
11.75,3.0,0.0,0.0,0.0,0.0,0.0,1,1,1
-8.89,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18.52,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.12,6.0,0.0,0.0,0.0,1.0,4.0,1,0,1
0.01,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.04,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.95,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.46,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3.25,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.15,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.34,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22.55,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.94,8.0,0.0,0.0,0.0,0.0,7.0,1,0,1
2.88,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.93,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.78,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
12.13,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.88,7.0,0.0,0.0,0.0,0.0,4.0,1,1,0
7.44,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
9.17,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.6,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.19,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-8.83,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.16,9.0,0.0,0.0,0.0,0.0,1.0,1,1,0
4.36,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.87,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.93,7.0,0.0,0.0,0.0,0.0,2.0,1,0,0
5.21,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.53,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.8,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
9.92,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.65,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.75,4.0,0.0,0.0,0.0,0.0,5.0,0,0,0
5.37,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-27.4,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
47.01,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.92,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.11,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.97,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.3,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-7.17,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-13.83,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.01,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.23,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.49,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-4.73,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.31,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.88,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-20.22,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.64,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.24,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.66,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.87,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.85,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.34,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.23,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.54,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-4.0,4.0,0.0,0.0,0.0,1.0,0.0,0,0,0
-4.49,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.97,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.19,6.0,0.0,0.0,0.0,0.0,0.0,1,1,1
-21.24,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-75.48,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.89,7.0,0.0,0.0,0.0,0.0,3.0,0,0,0
5.72,6.0,0.0,0.0,0.0,0.0,1.0,1,0,0
5.93,5.0,0.0,0.0,0.0,0.0,3.0,1,0,1
-1.45,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11.62,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.1,6.0,0.0,0.0,0.0,0.0,3.0,1,0,1
6.95,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.48,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.14,7.0,0.0,0.0,0.0,1.0,2.0,1,0,0
0.51,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
13.34,7.0,0.0,0.0,0.0,1.0,2.0,1,0,0
2.19,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.83,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.24,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.76,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.76,5.0,0.0,0.0,0.0,0.0,0.0,1,1,1
-15.73,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.09,7.0,0.0,0.0,0.0,0.0,2.0,1,0,0
-0.08,5.0,0.0,0.0,0.0,0.0,5.0,1,1,0
4.18,5.0,0.0,0.0,0.0,0.0,2.0,1,1,1
-2.73,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
16.27,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.77,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.63,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.58,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11.1,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.88,5.0,0.0,0.0,0.0,0.0,7.0,1,1,0
2.9,7.0,0.0,0.0,0.0,0.0,5.0,1,1,0
-2.2,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.22,5.0,0.0,0.0,0.0,0.0,7.0,1,1,0
2.91,6.0,0.0,0.0,0.0,0.0,4.0,1,0,1
0.22,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.25,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.84,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.74,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.9,8.0,0.0,0.0,0.0,0.0,2.0,1,1,0
3.5,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.72,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.19,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.41,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.66,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.21,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.42,8.0,0.0,1.0,1.0,1.0,0.0,0,0,0
3.53,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.64,6.0,0.0,0.0,0.0,0.0,4.0,1,0,0
0.55,6.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.62,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.06,5.0,0.0,0.0,0.0,0.0,0.0,1,0,1
7.85,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.19,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
6.17,8.0,0.0,0.0,0.0,0.0,0.0,1,0,1
3.82,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.86,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.01,2.0,0.0,0.0,0.0,0.0,0.0,1,1,0
5.15,7.0,0.0,0.0,0.0,0.0,0.0,1,1,1
1.6,8.0,0.0,0.0,0.0,0.0,3.0,1,1,0
3.46,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7.7,8.0,0.0,0.0,0.0,0.0,2.0,1,1,0
1.45,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3.14,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.53,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.93,5.0,0.0,0.0,0.0,0.0,5.0,1,0,0
9.56,7.0,0.0,0.0,0.0,0.0,3.0,1,1,1
4.67,7.0,0.0,0.0,0.0,0.0,2.0,1,0,0
0.68,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.37,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.04,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-9.18,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.94,6.0,0.0,0.0,0.0,0.0,4.0,1,1,0
6.64,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.43,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.42,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-0.06,5.0,0.0,0.0,1.0,1.0,4.0,1,0,0
1.85,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.19,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.5,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.12,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.67,4.0,0.0,0.0,0.0,0.0,6.0,1,0,1
4.71,8.0,0.0,0.0,0.0,0.0,7.0,1,0,1
3.36,5.0,0.0,0.0,0.0,0.0,2.0,1,0,0
4.16,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.15,7.0,0.0,0.0,0.0,0.0,2.0,1,0,0
11.13,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
14.99,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-0.08,2.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.68,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.46,7.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.06,7.0,0.0,0.0,0.0,0.0,7.0,1,1,0
2.67,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.08,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.62,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.93,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.8,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2.21,7.0,0.0,0.0,1.0,1.0,6.0,1,1,0
4.26,8.0,0.0,0.0,0.0,1.0,6.0,1,0,0
3.29,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.27,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.21,6.0,0.0,0.0,0.0,0.0,2.0,1,1,0
0.83,6.0,0.0,0.0,0.0,0.0,2.0,1,0,1
3.02,5.0,0.0,0.0,0.0,1.0,6.0,0,0,0
4.1,2.0,0.0,0.0,0.0,0.0,1.0,1,1,0
1.41,5.0,0.0,0.0,0.0,0.0,2.0,1,1,1
1.13,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.66,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.15,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,6.0,0.0,0.0,0.0,0.0,2.0,0,0,0
3.31,4.0,0.0,0.0,0.0,0.0,2.0,1,1,0
5.13,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.17,4.0,0.0,0.0,0.0,0.0,4.0,1,1,1
3.2,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.73,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.4,7.0,0.0,0.0,0.0,0.0,4.0,1,1,0
2.28,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.77,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
